user_key,user_id,gender,age_group,country,city,registration_date,email_domain,is_premium
5885,USR005885,Other,18-24 ,India,N/A,24-08-2023,,yes
5886,USR005886,M,18-24 ,USA,N/A,25-04-2019,,
5887,USR005887,other,,UK,,15-02-2022,hotmail.com,yes
5888,USR005888,Male,55+,France,N/A,30-07-2022,yahoo.com,
5889,USR005889,female, 25-34,Germany,,17-09-2022,,0
5890,USR005890,MALE,25 to 34,France,City_4,16-02-2019,,1
5891,USR005891,other, 25-34,UK,,29-12-2020,yahoo.com,yes
5892,USR005892,Male, 25-34,Canada,City_12,24-07-2021,gmail.com,1
5893,USR005893,M,18-24,USA,  ,01-07-2023,gmail.com,
5894,USR005894,male, 25-34,India,,12-02-2019,gmail.com,1
5895,USR005895,Female,18-24,USA,N/A,14-06-2019,yahoo.com,0
5896,USR005896,F, 25-34,UK,,13-03-2022,,0
5897,USR005897,female,18-24 ,Germany,  ,16-10-2021,outlook.com,1
5898,USR005898,other,35-44,UK,  ,07-08-2020,gmail.com,
5899,USR005899,F,,Mexico,,05-11-2023,outlook.com,1
5900,USR005900,F,55+,Australia,N/A,06-03-2020,yahoo.com,
5901,USR005901,Other,18-24,USA,City_8,11-04-2023,gmail.com,0
5902,USR005902,MALE,45-54,Japan,City_27,08-09-2022,,1
5903,USR005903,,45-54,USA,  ,22-09-2022,outlook.com,
5904,USR005904,Male,55+,UK,  ,21-10-2020,gmail.com,yes
5905,USR005905,O,55+,India,,03-07-2021,outlook.com,1
5906,USR005906,O,18-24 ,Brazil,City_27,20-10-2020,hotmail.com,0
5907,USR005907,male,18-24,France,  ,05-11-2022,gmail.com,0
5908,USR005908,male,18-24 ,Japan,  ,28-10-2019,gmail.com,yes
5909,USR005909,, 25-34,India,N/A,08-09-2022,,1
5910,USR005910,Female, 25-34,Canada,  ,17-06-2022,yahoo.com,1
5911,USR005911,O,18-24 ,Australia,,21-09-2019,gmail.com,yes
5912,USR005912,,18_24,Australia,,07-11-2020,gmail.com,0
5913,USR005913,Other,18_24,Japan,  ,05-12-2020,,0
5914,USR005914,female,45-54,Germany,City_4,05-08-2023,gmail.com,1
5915,USR005915,female,45-54,Brazil,  ,29-11-2022,yahoo.com,1
5916,USR005916,Female,25 to 34,Brazil,,05-04-2023,gmail.com,
5917,USR005917,MALE,18_24,Australia,,04-02-2021,hotmail.com,0
5918,USR005918,Other,,India,  ,24-11-2023,gmail.com,NO
5919,USR005919,MALE,55+,Brazil,  ,27-07-2022,outlook.com,0
5920,USR005920,FEMALE,25-34,UK,,13-05-2021,gmail.com,1
5921,USR005921,F,25-34,UK,City_23,21-10-2021,gmail.com,0
5922,USR005922,Other,45-54,Canada,,20-02-2019,,yes
5923,USR005923,Male,35-44,Australia,  ,09-12-2022,outlook.com,0
5924,USR005924,Female,18-24 ,Germany,,09-11-2022,gmail.com,1
5925,USR005925,M,,Brazil,City_33,25-01-2022,,0
5926,USR005926,F,25 to 34,Australia,City_22,03-07-2020,,0
5927,USR005927,,,India,  ,19-05-2021,hotmail.com,Yes
5928,USR005928,male,18-24,USA,N/A,03-08-2023,outlook.com,
5929,USR005929,, 25-34,Mexico,City_46,13-05-2022,outlook.com,NO
5930,USR005930,male,,USA,N/A,01-02-2023,,1
5931,USR005931,,45-54,Japan,  ,28-01-2019,,0
5932,USR005932,Female,55+,Germany,  ,03-01-2019,gmail.com,1
5933,USR005933,female,25 to 34,India,  ,01-08-2019,,yes
5934,USR005934,male,25 to 34,Japan,  ,26-11-2020,outlook.com,1
5935,USR005935,, 25-34,Canada,N/A,23-11-2022,outlook.com,1
5936,USR005936,Female,18-24,Germany,N/A,30-08-2022,gmail.com,0
5937,USR005937,,25-34,Brazil,  ,25-02-2022,,0
5938,USR005938,Other,18-24,Canada,  ,16-08-2019,gmail.com,
5939,USR005939,Female,18-24 ,UK,N/A,19-09-2019,yahoo.com,yes
5940,USR005940,O,55+,Brazil,,18-05-2023,,0
5941,USR005941,FEMALE,18_24,Germany,  ,08-03-2020,gmail.com,1
5942,USR005942,F,18-24 ,Japan,  ,17-02-2021,hotmail.com,0
5943,USR005943,Other,,France,City_4,22-10-2023,outlook.com,NO
5944,USR005944,FEMALE,55+,Australia,City_28,09-11-2019,outlook.com,0
5945,USR005945,MALE,25-34,USA,,13-07-2020,hotmail.com,Yes
5946,USR005946,female,,Canada,  ,12-12-2022,gmail.com,1
5947,USR005947,FEMALE,35-44,Australia,N/A,19-01-2020,,0
5948,USR005948,other,25-34,France,N/A,23-08-2020,gmail.com,NO
5949,USR005949,FEMALE,18-24 ,UK,  ,25-06-2022,yahoo.com,1
5950,USR005950,Other, 25-34,UK,N/A,15-08-2022,hotmail.com,
5951,USR005951,Male,35-44,Japan,,31-10-2022,gmail.com,0
5952,USR005952,FEMALE,35-44,USA,  ,07-08-2020,gmail.com,NO
5953,USR005953,male,25 to 34,UK,  ,27-05-2023,gmail.com,yes
5954,USR005954,Female,55+,Canada,N/A,17-09-2021,gmail.com,1
5955,USR005955,male,25 to 34,UK,City_2,21-10-2022,outlook.com,NO
5956,USR005956,F,45-54,Australia,City_9,18-03-2019,outlook.com,
5957,USR005957,other,18_24,Canada,  ,10-01-2019,,1
5958,USR005958,MALE,25-34,India,N/A,05-10-2019,hotmail.com,0
5959,USR005959,other,,France,  ,07-12-2020,outlook.com,0
5960,USR005960,O,45-54,Australia,  ,26-08-2019,,1
5961,USR005961,MALE,18-24 ,Australia,,17-03-2022,hotmail.com,0
5962,USR005962,female,25 to 34,Australia,N/A,19-11-2022,gmail.com,yes
5963,USR005963,F,18_24,Japan,City_3,23-03-2019,outlook.com,0
5964,USR005964,female,55+,Australia,N/A,16-03-2021,hotmail.com,0
5965,USR005965,,18_24,UK,,25-08-2022,hotmail.com,0
5966,USR005966,,18_24,UK,  ,07-07-2021,yahoo.com,1
5967,USR005967,Male,55+,Brazil,City_30,12-10-2019,yahoo.com,0
5968,USR005968,O,18-24,USA,,23-09-2020,gmail.com,0
5969,USR005969,Female,35-44,Mexico,,23-11-2022,gmail.com,
5970,USR005970,MALE,25-34,Canada,City_24,05-07-2020,gmail.com,0
5971,USR005971,Female,18-24 ,Australia,N/A,19-05-2023,gmail.com,
5972,USR005972,male,18-24 ,France,,20-05-2021,gmail.com,Yes
5973,USR005973,F,,Canada,N/A,14-04-2019,gmail.com,Yes
5974,USR005974,other,45-54,France,City_50,26-06-2022,outlook.com,0
5975,USR005975,O,35-44,Brazil,,06-01-2021,hotmail.com,
5976,USR005976,female,18-24 ,Mexico,City_24,15-07-2023,gmail.com,0
5977,USR005977,male,,Brazil,,26-08-2021,,0
5978,USR005978,,45-54,Canada,  ,12-11-2022,gmail.com,0
5979,USR005979,M,,Canada,  ,19-09-2021,outlook.com,NO
5980,USR005980,FEMALE,18-24 ,USA,,23-11-2019,outlook.com,Yes
5981,USR005981,female,18-24 ,UK,  ,12-09-2023,gmail.com,1
5982,USR005982,female,45-54,Mexico,,11-08-2020,hotmail.com,1
5983,USR005983,MALE,55+,India,City_28,26-12-2021,gmail.com,Yes
5984,USR005984,Other,55+,Germany,  ,08-09-2021,gmail.com,0
5985,USR005985,Female,25 to 34,Japan,N/A,19-09-2021,outlook.com,1
5986,USR005986,M,18-24,India,  ,14-08-2020,gmail.com,NO
5987,USR005987,O,35-44,India,  ,27-07-2021,gmail.com,0
5988,USR005988,other,25-34,Australia,  ,02-03-2021,gmail.com,
5989,USR005989,MALE, 25-34,USA,  ,12-05-2020,yahoo.com,Yes
5990,USR005990,FEMALE, 25-34,France,City_30,22-04-2019,gmail.com,NO
5991,USR005991,O, 25-34,Brazil,N/A,06-11-2022,gmail.com,yes
5992,USR005992,MALE,,France,,24-12-2021,gmail.com,Yes
5993,USR005993,MALE,18-24,Mexico,City_47,11-03-2020,gmail.com,NO
5994,USR005994,O,18_24,Canada,  ,13-11-2020,gmail.com,1
5995,USR005995,MALE,18-24,Brazil,,19-06-2021,yahoo.com,
5996,USR005996,Female,18_24,UK,City_29,28-09-2019,outlook.com,0
5997,USR005997,MALE,18-24 ,UK,,02-10-2022,gmail.com,yes
5998,USR005998,MALE,18-24,Germany,,03-01-2022,hotmail.com,NO
5999,USR005999,MALE,25 to 34,Japan,  ,20-05-2022,hotmail.com,1
6000,USR006000,MALE, 25-34,Brazil,,02-03-2019,gmail.com,0
6001,USR006001,Other,18-24,Germany,,19-06-2022,outlook.com,Yes
6002,USR006002,female,18_24,Brazil,,13-07-2019,gmail.com,1
6003,USR006003,M,18-24 ,India,N/A,25-10-2023,hotmail.com,NO
6004,USR006004,male,18_24,Brazil,N/A,26-05-2023,hotmail.com,NO
6005,USR006005,male,,Australia,  ,13-10-2022,gmail.com,
6006,USR006006,male,55+,Australia,City_46,27-04-2019,gmail.com,yes
6007,USR006007,other,25 to 34,France,  ,17-03-2019,gmail.com,0
6008,USR006008,other,18-24 ,UK,  ,06-01-2023,gmail.com,NO
6009,USR006009,FEMALE,25-34,USA,N/A,15-11-2022,outlook.com,0
6010,USR006010,Other,25-34,UK,  ,26-08-2023,gmail.com,0
6011,USR006011,Male,25 to 34,USA,City_7,05-05-2021,outlook.com,yes
6012,USR006012,,25-34,Japan,N/A,26-05-2020,,NO
6013,USR006013,Male,18_24,Australia,City_15,30-06-2020,gmail.com,1
6014,USR006014,FEMALE,25-34,Brazil,City_8,05-08-2022,gmail.com,0
6015,USR006015,female,18_24,Mexico,City_23,31-07-2021,,0
6016,USR006016,Other,35-44,Japan,,21-09-2020,gmail.com,0
6017,USR006017,female,18_24,UK,,09-07-2022,outlook.com,0
6018,USR006018,FEMALE,25-34,Japan,N/A,27-04-2023,gmail.com,0
6019,USR006019,Other,25 to 34,Brazil,  ,14-10-2022,outlook.com,NO
6020,USR006020,Female,,Mexico,  ,14-06-2019,gmail.com,1
6021,USR006021,FEMALE,25 to 34,UK,  ,31-10-2021,hotmail.com,1
6022,USR006022,M,45-54,India,,30-01-2019,hotmail.com,0
6023,USR006023,,25-34,Australia,N/A,07-08-2023,outlook.com,NO
6024,USR006024,Female, 25-34,Brazil,N/A,24-06-2020,hotmail.com,
6025,USR006025,F,55+,Brazil,,06-05-2023,,yes
6026,USR006026,MALE,,USA,,03-10-2019,,Yes
6027,USR006027,Other,,USA,  ,04-04-2019,yahoo.com,1
6028,USR006028,M,35-44,USA,,20-10-2022,gmail.com,1
6029,USR006029,Male,18-24 ,Mexico,N/A,12-11-2019,gmail.com,NO
6030,USR006030,,25-34,Canada,,18-11-2019,hotmail.com,1
6031,USR006031,F,35-44,Germany,N/A,03-02-2020,,1
6032,USR006032,FEMALE,25 to 34,France,,01-02-2019,gmail.com,Yes
6033,USR006033,,18-24 ,France,N/A,09-10-2020,yahoo.com,
6034,USR006034,Male,,USA,,19-05-2023,,
6035,USR006035,,18_24,France,  ,13-11-2023,gmail.com,NO
6036,USR006036,female, 25-34,UK,City_8,28-02-2022,,0
6037,USR006037,F,18-24,Canada,,03-09-2021,outlook.com,0
6038,USR006038,other, 25-34,Germany,City_25,29-11-2023,hotmail.com,
6039,USR006039,M,25 to 34,India,N/A,06-12-2020,outlook.com,1
6040,USR006040,FEMALE,55+,Australia,,24-07-2021,yahoo.com,1
6041,USR006041,male,18-24,Germany,  ,25-05-2020,hotmail.com,0
6042,USR006042,O,25 to 34,Brazil,  ,15-03-2020,yahoo.com,1
6043,USR006043,, 25-34,Germany,N/A,11-05-2023,,0
6044,USR006044,FEMALE,18-24,Japan,N/A,19-08-2023,gmail.com,0
6045,USR006045,female,18-24,Mexico,,05-06-2021,,0
6046,USR006046,O,45-54,Brazil,City_32,11-02-2022,gmail.com,
6047,USR006047,Male,18-24 ,France,  ,06-05-2023,gmail.com,1
6048,USR006048,Male, 25-34,France,,29-08-2022,yahoo.com,
6049,USR006049,other,35-44,UK,City_8,18-03-2023,outlook.com,1
6050,USR006050,MALE,55+,USA,,19-01-2020,gmail.com,1
6051,USR006051,F,45-54,France,,23-10-2021,yahoo.com,yes
6052,USR006052,Other,25 to 34,France,N/A,05-10-2023,gmail.com,1
6053,USR006053,male,18-24 ,Brazil,City_15,10-09-2021,gmail.com,0
6054,USR006054,female,18_24,Mexico,  ,13-02-2021,gmail.com,NO
6055,USR006055,female,,Australia,N/A,05-12-2020,gmail.com,0
6056,USR006056,Other,45-54,France,,09-07-2021,gmail.com,1
6057,USR006057,Female,25 to 34,India,N/A,07-01-2021,,0
6058,USR006058,M,18-24 ,Australia,,30-01-2023,gmail.com,1
6059,USR006059,,25 to 34,Australia,,01-01-2021,hotmail.com,1
6060,USR006060,Female,35-44,Brazil,N/A,11-12-2020,gmail.com,NO
6061,USR006061,MALE,45-54,India,  ,12-10-2019,gmail.com,yes
6062,USR006062,Female,35-44,Japan,  ,10-11-2020,gmail.com,1
6063,USR006063,FEMALE,45-54,USA,  ,08-11-2021,,Yes
6064,USR006064,Other,55+,USA,,27-04-2021,gmail.com,0
6065,USR006065,female,35-44,India,N/A,15-02-2022,gmail.com,1
6066,USR006066,female,25-34,UK,  ,25-10-2020,yahoo.com,1
6067,USR006067,M,18-24,USA,City_39,25-02-2021,hotmail.com,NO
6068,USR006068,FEMALE,18_24,UK,,01-12-2023,hotmail.com,Yes
6069,USR006069,F,25 to 34,Japan,City_27,12-01-2022,gmail.com,1
6070,USR006070,MALE,18-24,Brazil,City_1,07-01-2021,outlook.com,Yes
6071,USR006071,F,35-44,Germany,,20-02-2019,hotmail.com,Yes
6072,USR006072,O,18_24,Brazil,City_12,24-01-2023,gmail.com,0
6073,USR006073,female,18-24 ,USA,N/A,22-05-2021,gmail.com,0
6074,USR006074,female,25-34,UK,,10-04-2023,gmail.com,yes
6075,USR006075,F,18-24 ,Germany,City_49,26-02-2021,gmail.com,yes
6076,USR006076,Female,18-24 ,India,  ,01-07-2020,outlook.com,Yes
6077,USR006077,FEMALE,45-54,USA,,22-10-2021,yahoo.com,yes
6078,USR006078,M,45-54,Australia,  ,03-09-2021,outlook.com,0
6079,USR006079,Other,45-54,India,N/A,11-12-2021,gmail.com,yes
6080,USR006080,M,55+,Brazil,City_50,10-12-2019,gmail.com,Yes
6081,USR006081,Other,35-44,Mexico,,09-09-2022,yahoo.com,0
6082,USR006082,other, 25-34,France,City_14,31-03-2021,yahoo.com,Yes
6083,USR006083,MALE,55+,Australia,N/A,26-09-2020,gmail.com,yes
6084,USR006084,male,45-54,India,City_23,27-11-2023,gmail.com,
6085,USR006085,O,45-54,Germany,  ,10-11-2021,gmail.com,0
6086,USR006086,Female,18-24 ,Canada,City_29,26-08-2021,gmail.com,0
6087,USR006087,MALE,18-24,UK,,17-08-2019,gmail.com,1
6088,USR006088,,35-44,USA,City_13,04-04-2020,,yes
6089,USR006089,F,,France,City_36,03-04-2019,gmail.com,NO
6090,USR006090,F,25-34,Australia,City_28,16-04-2019,yahoo.com,0
6091,USR006091,MALE, 25-34,India,  ,21-04-2019,hotmail.com,0
6092,USR006092,M,18-24,India,N/A,26-12-2019,gmail.com,1
6093,USR006093,O,,Germany,City_22,04-12-2020,hotmail.com,1
6094,USR006094,M,45-54,UK,  ,22-12-2020,gmail.com,NO
6095,USR006095,FEMALE, 25-34,India,,18-06-2020,gmail.com,NO
6096,USR006096,Male,18-24,Germany,City_2,09-04-2021,yahoo.com,0
6097,USR006097,M,,USA,N/A,05-08-2022,yahoo.com,1
6098,USR006098,F,,Mexico,  ,26-06-2020,hotmail.com,1
6099,USR006099,FEMALE, 25-34,Canada,N/A,28-11-2020,hotmail.com,0
6100,USR006100,M,45-54,France,  ,04-10-2023,yahoo.com,0
6101,USR006101,other,45-54,Mexico,  ,25-05-2020,gmail.com,0
6102,USR006102,, 25-34,Mexico,  ,03-05-2020,,yes
6103,USR006103,,25 to 34,Mexico,City_37,08-08-2020,gmail.com,0
6104,USR006104,O,25-34,India,  ,29-06-2021,gmail.com,NO
6105,USR006105,female,25-34,USA,  ,27-06-2022,yahoo.com,0
6106,USR006106,FEMALE,35-44,USA,N/A,09-11-2021,gmail.com,1
6107,USR006107,Female,18_24,Brazil,,16-12-2020,gmail.com,0
6108,USR006108,Female,25 to 34,India,N/A,07-10-2019,yahoo.com,0
6109,USR006109,,18_24,India,  ,13-04-2022,gmail.com,0
6110,USR006110,Other,25-34,Germany,N/A,27-06-2020,,0
6111,USR006111,Male,35-44,Brazil,N/A,25-07-2022,,1
6112,USR006112,F,45-54,Canada,N/A,07-07-2022,yahoo.com,0
6113,USR006113,male,25-34,USA,City_22,07-11-2021,gmail.com,1
6114,USR006114,O,,Germany,City_35,09-08-2020,outlook.com,
6115,USR006115,M,25 to 34,USA,,12-08-2020,outlook.com,0
6116,USR006116,Male,18-24 ,Canada,  ,21-07-2021,yahoo.com,1
6117,USR006117,MALE,18-24 ,USA,  ,13-01-2019,yahoo.com,yes
6118,USR006118,Female, 25-34,Mexico,  ,10-08-2020,hotmail.com,0
6119,USR006119,FEMALE,45-54,Canada,  ,03-08-2023,,Yes
6120,USR006120,other,45-54,France,,31-08-2019,gmail.com,0
6121,USR006121,male,25-34,Australia,N/A,12-11-2022,gmail.com,0
6122,USR006122,FEMALE,18_24,India,  ,02-12-2022,gmail.com,yes
6123,USR006123,O,18-24 ,USA,,29-09-2020,yahoo.com,1
6124,USR006124,female,,Australia,,31-01-2021,outlook.com,0
6125,USR006125,Female,55+,UK,  ,14-03-2019,hotmail.com,
6126,USR006126,female,18_24,Japan,N/A,04-11-2020,yahoo.com,0
6127,USR006127,female,25-34,Mexico,N/A,26-09-2022,gmail.com,0
6128,USR006128,,,India,  ,07-03-2023,yahoo.com,
6129,USR006129,,18-24,France,N/A,28-02-2021,gmail.com,0
6130,USR006130,Female,18-24,Brazil,N/A,10-03-2020,yahoo.com,Yes
6131,USR006131,female, 25-34,USA,  ,17-04-2023,,0
6132,USR006132,Male, 25-34,Mexico,  ,06-02-2020,hotmail.com,1
6133,USR006133,F, 25-34,Brazil,  ,14-09-2021,outlook.com,0
6134,USR006134,male,25-34,Canada,City_40,24-03-2019,gmail.com,yes
6135,USR006135,female,18-24 ,France,City_49,25-05-2021,yahoo.com,0
6136,USR006136,other,18-24 ,Japan,N/A,20-05-2022,gmail.com,NO
6137,USR006137,Other,55+,Japan,N/A,16-11-2020,outlook.com,
6138,USR006138,MALE,25-34,India,,21-08-2022,hotmail.com,1
6139,USR006139,Other, 25-34,USA,  ,05-08-2019,outlook.com,0
6140,USR006140,Other,55+,USA,N/A,13-10-2023,hotmail.com,yes
6141,USR006141,other,45-54,Germany,,15-05-2019,,NO
6142,USR006142,other,25-34,Canada,N/A,06-12-2021,hotmail.com,0
6143,USR006143,, 25-34,Japan,  ,02-08-2019,hotmail.com,NO
6144,USR006144,M,,Germany,N/A,24-04-2022,gmail.com,1
6145,USR006145,Female,18-24,Japan,City_31,17-03-2021,,1
6146,USR006146,female,55+,France,,20-08-2022,gmail.com,1
6147,USR006147,female,18-24 ,UK,,05-09-2019,gmail.com,yes
6148,USR006148,other,18-24,USA,N/A,10-02-2020,gmail.com,Yes
6149,USR006149,,35-44,India,  ,31-12-2021,outlook.com,1
6150,USR006150,FEMALE,45-54,Canada,,13-08-2022,,0
6151,USR006151,O,35-44,UK,,21-06-2021,gmail.com,1
6152,USR006152,FEMALE,25 to 34,France,City_29,19-10-2023,gmail.com,yes
6153,USR006153,male,18-24,France,N/A,27-11-2023,gmail.com,yes
6154,USR006154,F,35-44,Canada,  ,15-01-2021,gmail.com,Yes
6155,USR006155,Other,18_24,France,N/A,03-09-2022,outlook.com,1
6156,USR006156,Female,35-44,India,,17-06-2022,,0
6157,USR006157,FEMALE,35-44,Canada,  ,14-12-2020,,0
6158,USR006158,other,,UK,N/A,29-10-2020,gmail.com,1
6159,USR006159,M,18-24,Canada,N/A,28-02-2022,outlook.com,yes
6160,USR006160,M,18-24,Mexico,,26-07-2020,gmail.com,1
6161,USR006161,other,25 to 34,India,,01-12-2019,gmail.com,yes
6162,USR006162,female,45-54,Germany,City_49,31-12-2019,yahoo.com,NO
6163,USR006163,F,55+,Canada,,23-03-2022,,0
6164,USR006164,other,18-24 ,USA,,10-12-2021,gmail.com,NO
6165,USR006165,Other,25 to 34,Australia,,31-07-2019,outlook.com,NO
6166,USR006166,Other, 25-34,USA,N/A,24-09-2022,hotmail.com,0
6167,USR006167,F,35-44,Australia,,27-01-2020,gmail.com,Yes
6168,USR006168,male, 25-34,India,N/A,19-05-2020,outlook.com,1
6169,USR006169,male,35-44,France,,19-08-2022,gmail.com,1
6170,USR006170,M,35-44,France,,07-11-2019,gmail.com,NO
6171,USR006171,female,18_24,USA,City_16,14-08-2020,gmail.com,0
6172,USR006172,MALE,35-44,Mexico,  ,06-06-2019,gmail.com,0
6173,USR006173,female,35-44,Canada,  ,15-06-2022,outlook.com,0
6174,USR006174,female,18-24 ,UK,City_38,29-09-2022,outlook.com,
6175,USR006175,other,25-34,UK,,12-06-2022,yahoo.com,1
6176,USR006176,Female,35-44,Germany,  ,31-07-2021,gmail.com,1
6177,USR006177,O,18-24,Mexico,  ,01-10-2023,,NO
6178,USR006178,Female,,Mexico,N/A,04-08-2021,gmail.com,0
6179,USR006179,Other,45-54,Australia,City_25,12-01-2023,gmail.com,1
6180,USR006180,other,55+,Brazil,City_1,28-06-2019,gmail.com,Yes
6181,USR006181,F, 25-34,Canada,N/A,15-06-2019,outlook.com,0
6182,USR006182,Female,18-24 ,Canada,,30-11-2021,hotmail.com,
6183,USR006183,FEMALE,55+,USA,City_27,12-01-2019,,Yes
6184,USR006184,female,25 to 34,France,,29-10-2023,gmail.com,
6185,USR006185,O,18-24 ,Germany,,10-08-2019,,0
6186,USR006186,Other,18-24,Canada,City_18,01-01-2023,gmail.com,0
6187,USR006187,,18-24,Japan,N/A,21-11-2022,gmail.com,Yes
6188,USR006188,FEMALE,18-24 ,Germany,,11-02-2021,hotmail.com,1
6189,USR006189,F,18-24,India,  ,23-06-2021,hotmail.com,0
6190,USR006190,M,,Canada,  ,28-11-2022,,yes
6191,USR006191,M,18-24,Australia,N/A,25-05-2023,gmail.com,0
6192,USR006192,Male,35-44,France,N/A,01-08-2021,gmail.com,Yes
6193,USR006193,M, 25-34,USA,N/A,26-08-2020,outlook.com,0
6194,USR006194,O,18-24,India,N/A,03-08-2023,,0
6195,USR006195,MALE,18_24,UK,City_3,01-02-2020,gmail.com,1
6196,USR006196,other, 25-34,Brazil,  ,15-02-2021,gmail.com,0
6197,USR006197,Female,25 to 34,France,City_25,16-04-2019,gmail.com,0
6198,USR006198,O,18_24,India,,27-08-2023,outlook.com,NO
6199,USR006199,O,35-44,France,N/A,24-06-2020,,0
6200,USR006200,O,35-44,Japan,City_3,22-01-2022,,yes
6201,USR006201,male,25-34,Japan,City_18,01-07-2022,gmail.com,0
6202,USR006202,MALE,18-24,Canada,N/A,06-01-2019,gmail.com,1
6203,USR006203,M,18-24 ,France,  ,09-11-2023,gmail.com,1
6204,USR006204,F,45-54,India,N/A,29-04-2022,outlook.com,1
6205,USR006205,male,25-34,India,N/A,30-11-2021,gmail.com,0
6206,USR006206,male, 25-34,UK,N/A,10-11-2020,gmail.com,NO
6207,USR006207,male,25-34,Brazil,N/A,21-05-2022,gmail.com,Yes
6208,USR006208,FEMALE,25-34,Brazil,,14-11-2019,gmail.com,yes
6209,USR006209,,,Germany,  ,17-06-2021,gmail.com,0
6210,USR006210,Male,,UK,N/A,23-07-2019,gmail.com,0
6211,USR006211,Male, 25-34,Germany,City_20,12-06-2020,gmail.com,1
6212,USR006212,F,18_24,Australia,  ,02-04-2020,outlook.com,0
6213,USR006213,,,UK,  ,02-11-2022,outlook.com,NO
6214,USR006214,male,35-44,UK,N/A,01-05-2021,hotmail.com,1
6215,USR006215,male,25 to 34,USA,City_28,20-03-2022,hotmail.com,1
6216,USR006216,Female,18-24,Australia,,26-04-2023,gmail.com,0
6217,USR006217,Other,55+,Mexico,N/A,09-07-2020,,NO
6218,USR006218,M,,India,City_20,21-08-2021,gmail.com,0
6219,USR006219,male,,Australia,,01-06-2020,,Yes
6220,USR006220,other,55+,Mexico,  ,22-05-2022,outlook.com,yes
6221,USR006221,F,35-44,Australia,City_15,25-02-2020,outlook.com,yes
6222,USR006222,Female,18-24 ,France,City_17,26-07-2022,gmail.com,0
6223,USR006223,MALE,18_24,Japan,N/A,18-09-2020,hotmail.com,0
6224,USR006224,MALE,18-24 ,Canada,N/A,08-05-2023,gmail.com,0
6225,USR006225,O,25 to 34,Brazil,  ,09-09-2021,gmail.com,
6226,USR006226,Female,25-34,Australia,,10-03-2021,gmail.com,1
6227,USR006227,FEMALE,,Canada,,28-11-2022,gmail.com,0
6228,USR006228,other,,India,,24-11-2021,gmail.com,1
6229,USR006229,M,25 to 34,Australia,,28-12-2021,hotmail.com,0
6230,USR006230,M,45-54,Canada,,07-04-2022,outlook.com,
6231,USR006231,,35-44,Japan,  ,10-03-2020,hotmail.com,0
6232,USR006232,M,45-54,USA,City_37,04-01-2023,gmail.com,0
6233,USR006233,Male,18_24,Australia,N/A,01-11-2021,yahoo.com,0
6234,USR006234,Male,35-44,Mexico,City_45,05-05-2021,hotmail.com,0
6235,USR006235,other,35-44,USA,,16-06-2019,hotmail.com,
6236,USR006236,female,45-54,Germany,City_43,11-03-2021,hotmail.com,0
6237,USR006237,female,25-34,Mexico,  ,18-07-2022,,1
6238,USR006238,FEMALE,25-34,Japan,  ,19-02-2023,,Yes
6239,USR006239,FEMALE, 25-34,UK,  ,05-07-2019,outlook.com,Yes
6240,USR006240,,55+,USA,N/A,05-12-2022,outlook.com,
6241,USR006241,Female,25 to 34,Japan,City_31,14-12-2021,gmail.com,
6242,USR006242,,25-34,India,  ,24-09-2022,gmail.com,0
6243,USR006243,FEMALE,45-54,USA,N/A,11-09-2021,outlook.com,Yes
6244,USR006244,M,45-54,Australia,N/A,07-07-2023,gmail.com,0
6245,USR006245,O,55+,Brazil,City_25,29-07-2021,outlook.com,Yes
6246,USR006246,,35-44,UK,  ,23-02-2021,yahoo.com,1
6247,USR006247,M,55+,Australia,,20-09-2020,gmail.com,0
6248,USR006248,Other,18-24 ,USA,City_37,29-01-2023,gmail.com,1
6249,USR006249,Other,,India,N/A,09-10-2020,gmail.com,
6250,USR006250,FEMALE,25 to 34,Canada,  ,08-12-2021,gmail.com,yes
6251,USR006251,other,18_24,India,N/A,12-10-2022,hotmail.com,Yes
6252,USR006252,O,18_24,Germany,N/A,25-04-2019,yahoo.com,0
6253,USR006253,other,25 to 34,Germany,N/A,10-01-2022,hotmail.com,1
6254,USR006254,Other,55+,Japan,N/A,22-08-2020,gmail.com,1
6255,USR006255,F,35-44,India,N/A,23-01-2020,hotmail.com,
6256,USR006256,,18-24 ,France,N/A,16-06-2019,hotmail.com,0
6257,USR006257,other, 25-34,Brazil,N/A,05-06-2023,hotmail.com,0
6258,USR006258,other,18-24 ,UK,N/A,20-06-2022,outlook.com,0
6259,USR006259,,35-44,Brazil,City_26,28-04-2021,,0
6260,USR006260,Female,25 to 34,Germany,  ,23-07-2022,,1
6261,USR006261,female,18-24,USA,City_9,13-10-2020,outlook.com,0
6262,USR006262,FEMALE, 25-34,Mexico,  ,29-11-2019,,
6263,USR006263,,18-24,France,,26-01-2023,,0
6264,USR006264,MALE,45-54,Germany,N/A,18-05-2019,gmail.com,0
6265,USR006265,male,35-44,Mexico,  ,22-11-2022,yahoo.com,1
6266,USR006266,FEMALE,18-24,UK,,04-07-2021,gmail.com,NO
6267,USR006267,Female,35-44,Brazil,N/A,11-09-2023,yahoo.com,0
6268,USR006268,female,18-24,France,City_24,01-03-2022,outlook.com,1
6269,USR006269,F,45-54,Brazil,N/A,16-02-2023,outlook.com,yes
6270,USR006270,Female,35-44,France,,16-03-2019,gmail.com,0
6271,USR006271,M, 25-34,USA,N/A,04-08-2022,gmail.com,0
